Date mutation,Valeur fonciere,Commune,Code departement,Type local,Surface reelle bati,Nombre pieces principales,année,prix_m2
19/10/2021,130000.0,CANNES,06,Appartement,42.0,2.0,2021,3095.2380952380954
12/05/2021,286200.0,BRESSON,38,Maison,70.0,3.0,2021,4088.5714285714284
19/04/2021,53150.0,MONT-SAXONNEX,74,Appartement,34.0,2.0,2021,1563.235294117647
27/08/2021,380000.0,BUROS,64,Maison,133.0,7.0,2021,2857.1428571428573
20/05/2021,175100.0,TOURCOING,59,Maison,88.0,5.0,2021,1989.7727272727273
25/06/2021,175100.0,EZY SUR EURE,27,Maison,63.0,4.0,2021,2779.3650793650795
30/09/2021,270000.0,SAINTE SUZANNE,974,Maison,84.0,5.0,2021,3214.285714285714
10/08/2021,60000.0,SAINT-LOUP,23,Maison,93.0,5.0,2021,645.1612903225806
13/08/2021,1835160.0,SAINT RAPHAEL,83,Maison,280.0,5.0,2021,6554.142857142857
04/05/2021,245000.0,SAINT-BONNET-LE-CHATEAU,42,Appartement,100.0,4.0,2021,2450.0
06/12/2021,115000.0,BOURGOIN-JALLIEU,38,Appartement,41.0,2.0,2021,2804.878048780488
23/07/2021,75000.0,CRUZY,34,Maison,98.0,3.0,2021,765.3061224489796
01/06/2021,1011500.0,MOUVAUX,59,Appartement,219.0,5.0,2021,4618.721461187215
26/08/2021,342550.0,SAINT-JEAN-DE-MOIRANS,38,Maison,104.0,5.0,2021,3293.75
22/10/2021,35000.0,PONT-DE-SALARS,12,Maison,88.0,3.0,2021,397.72727272727275
10/12/2021,135200.0,VALDIVIENNE,86,Maison,75.0,3.0,2021,1802.6666666666667
15/10/2021,330000.0,LYON 2EME,69,Appartement,49.0,2.0,2021,6734.693877551021
18/11/2021,105000.0,BOURG-EN-BRESSE,01,Appartement,63.0,2.0,2021,1666.6666666666667
15/11/2021,475000.0,SAINT-MEDARD,46,Maison,125.0,3.0,2021,3800.0
21/06/2021,140000.0,AMIENS,80,Appartement,59.0,2.0,2021,2372.8813559322034
26/03/2021,228000.0,ST-VINCENT-DE-CONNEZAC,24,Maison,122.0,5.0,2021,1868.8524590163934
13/09/2021,160000.0,VILLEURBANNE,69,Appartement,27.0,2.0,2021,5925.925925925926
20/10/2021,140700.0,VERDUN,55,Maison,108.0,4.0,2021,1302.7777777777778
30/06/2021,100000.0,MONTPELLIER,34,Appartement,37.0,2.0,2021,2702.7027027027025
23/04/2021,180000.0,ORLEANS,45,Maison,87.0,4.0,2021,2068.9655172413795
04/11/2021,124000.0,MELUN,77,Appartement,70.0,3.0,2021,1771.4285714285713
06/04/2021,60000.0,POMMEUSE,77,Maison,53.0,3.0,2021,1132.0754716981132
07/01/2021,690000.0,IVRY-SUR-SEINE,94,Maison,101.0,4.0,2021,6831.683168316832
09/04/2021,95000.0,LE HAVRE,76,Appartement,47.0,1.0,2021,2021.276595744681
20/07/2021,305000.0,CHAPELLE-SUR-ERDRE (LA),44,Maison,92.0,4.0,2021,3315.217391304348
15/01/2021,157000.0,LYON 8EME,69,Appartement,28.0,1.0,2021,5607.142857142857
27/02/2021,104000.0,GOURNAY-EN-BRAY,76,Appartement,98.0,3.0,2021,1061.2244897959183
22/02/2021,35085.0,CASTELSARRASIN,82,Appartement,43.0,2.0,2021,815.9302325581396
21/07/2021,250000.0,DOUCY-EN-BAUGES,73,Maison,92.0,3.0,2021,2717.391304347826
14/04/2021,237000.0,SAINT-GERMAIN-EN-LAYE,78,Appartement,62.0,4.0,2021,3822.5806451612902
01/10/2021,158000.0,VERNEUIL D'AVRE ET D'ITON,27,Maison,95.0,5.0,2021,1663.157894736842
13/04/2021,138000.0,DOMONT,95,Appartement,35.0,1.0,2021,3942.8571428571427
26/03/2021,299000.0,PIERREFITTE-SUR-SEINE,93,Maison,91.0,4.0,2021,3285.714285714286
06/04/2021,150333.0,BRETIGNOLLES-SUR-MER,85,Maison,53.0,3.0,2021,2836.4716981132074
30/07/2021,332020.0,SOUPPES-SUR-LOING,77,Maison,110.0,6.0,2021,3018.3636363636365
30/07/2021,96000.0,BONNEVAL,28,Maison,69.0,3.0,2021,1391.304347826087
26/05/2021,696670.0,FREJUS,83,Maison,220.0,5.0,2021,3166.681818181818
24/06/2021,356000.0,GASSIN,83,Maison,75.0,4.0,2021,4746.666666666667
09/04/2021,193000.0,BREM-SUR-MER,85,Maison,89.0,3.0,2021,2168.5393258426966
22/09/2021,550000.0,GEX,01,Maison,130.0,4.0,2021,4230.7692307692305
05/02/2021,175000.0,PERIERS,50,Maison,126.0,3.0,2021,1388.888888888889
27/07/2021,120000.0,AURSEULLES,14,Maison,62.0,3.0,2021,1935.483870967742
27/09/2021,402750.0,PONTOISE,95,Maison,146.0,5.0,2021,2758.5616438356165
18/10/2021,239320.0,FAGNIERES,51,Maison,121.0,5.0,2021,1977.8512396694214
01/06/2021,300000.0,ENGHIEN LES BAINS,95,Appartement,61.0,2.0,2021,4918.0327868852455
09/06/2021,193000.0,MONT-BONVILLERS,54,Maison,92.0,4.0,2021,2097.8260869565215
16/07/2021,295000.0,MARCQ EN BAROEUL,59,Maison,75.0,3.0,2021,3933.3333333333335
20/01/2021,133020.0,CEILLOUX,63,Maison,110.0,3.0,2021,1209.2727272727273
15/01/2021,54000.0,MONTILLOT,89,Maison,120.0,6.0,2021,450.0
17/09/2021,315000.0,FOUJU,77,Maison,150.0,7.0,2021,2100.0
01/06/2021,190000.0,GRANGES,71,Maison,159.0,6.0,2021,1194.9685534591194
25/06/2021,240000.0,MOUILLERON-LE-CAPTIF,85,Maison,113.0,6.0,2021,2123.8938053097345
14/10/2021,230000.0,PARIS 14,75,Appartement,15.0,1.0,2021,15333.333333333334
10/05/2021,220000.0,ROMAGNAT,63,Maison,104.0,5.0,2021,2115.3846153846152
03/09/2021,471500.0,FONTAINES,71,Maison,160.0,5.0,2021,2946.875
08/11/2021,100700.0,BESANCON,25,Appartement,64.0,4.0,2021,1573.4375
28/09/2021,220000.0,GROSBREUIL,85,Maison,84.0,4.0,2021,2619.0476190476193
05/02/2021,188100.0,HAULCHIN,59,Maison,155.0,5.0,2021,1213.5483870967741
07/08/2021,194000.0,SAINT-AUBIN,39,Maison,90.0,4.0,2021,2155.5555555555557
22/01/2021,60000.0,GRENOBLE,38,Appartement,20.0,1.0,2021,3000.0
30/11/2021,1135000.0,PARIS 15,75,Appartement,119.0,4.0,2021,9537.81512605042
09/03/2021,139170.0,SAUSSIGNAC,24,Maison,106.0,4.0,2021,1312.9245283018868
16/06/2021,213300.0,ST-LEGER-DE-BALSON,33,Maison,90.0,4.0,2021,2370.0
23/04/2021,260750.0,BORDEAUX,33,Appartement,50.0,3.0,2021,5215.0
22/02/2021,992965.0,PARIS 10,75,Appartement,84.0,3.0,2021,11821.011904761905
10/09/2021,27000.0,RIVESALTES,66,Maison,50.0,3.0,2021,540.0
21/01/2021,203000.0,SAINT-HILAIRE-DE-CLISSON,44,Maison,86.0,6.0,2021,2360.4651162790697
23/11/2021,266000.0,ECOLE-VALENTIN,25,Maison,103.0,4.0,2021,2582.5242718446602
30/04/2021,230200.0,HERGNIES,59,Maison,152.0,7.0,2021,1514.4736842105262
29/09/2021,457550.0,VILLEMOMBLE,93,Maison,103.0,4.0,2021,4442.233009708738
28/01/2021,585000.0,LA ROCHELLE,17,Appartement,38.0,1.0,2021,15394.736842105263
24/07/2021,465000.0,FONTENAY-MAUVOISIN,78,Maison,160.0,5.0,2021,2906.25
08/07/2021,295000.0,HYERES,83,Maison,90.0,4.0,2021,3277.777777777778
05/10/2021,525850.0,ECCICA-SUARELLA,2A,Maison,118.0,4.0,2021,4456.35593220339
19/07/2021,342760.0,PAIMPOL,22,Maison,129.0,5.0,2021,2657.0542635658917
02/12/2021,182800.0,SAINT-MALO,35,Maison,116.0,6.0,2021,1575.8620689655172
22/03/2021,90000.0,LANRODEC,22,Maison,109.0,5.0,2021,825.6880733944954
27/12/2021,180000.0,CANNES,06,Appartement,50.0,2.0,2021,3600.0
28/04/2021,318300.0,VILLIERS-LE-BEL,95,Maison,90.0,6.0,2021,3536.6666666666665
15/10/2021,474000.0,ANSE,69,Maison,185.0,7.0,2021,2562.162162162162
16/11/2021,480000.0,JARRIE,38,Appartement,34.0,1.0,2021,14117.64705882353
12/02/2021,248000.0,SAINT-MAUR-DES-FOSSES,94,Appartement,52.0,2.0,2021,4769.2307692307695
04/10/2021,290000.0,VALENCIN,38,Maison,110.0,4.0,2021,2636.3636363636365
10/09/2021,139900.0,RIS-ORANGIS,91,Appartement,64.0,4.0,2021,2185.9375
23/08/2021,143000.0,MONT-DE-MARSAN,40,Appartement,74.0,3.0,2021,1932.4324324324325
02/04/2021,140000.0,SAINT-CHRISTOPHE-DU-LIGNERON,85,Maison,69.0,3.0,2021,2028.9855072463768
15/02/2021,178750.0,FRAMBOUHANS,25,Maison,120.0,5.0,2021,1489.5833333333333
16/03/2021,418950.0,LYON 4EME,69,Appartement,74.0,3.0,2021,5661.486486486487
25/03/2021,108150.0,REIMS,51,Appartement,69.0,4.0,2021,1567.391304347826
21/12/2021,87000.0,CALUIRE ET CUIRE,69,Appartement,35.0,2.0,2021,2485.714285714286
12/05/2021,165000.0,VALENCE,26,Maison,110.0,6.0,2021,1500.0
19/03/2021,233000.0,SAINT OMER,62,Maison,112.0,5.0,2021,2080.3571428571427
09/03/2021,197000.0,MAGNY-DANIGON,70,Maison,102.0,4.0,2021,1931.3725490196077
21/01/2021,96000.0,CALAIS,62,Appartement,72.0,4.0,2021,1333.3333333333333
26/03/2021,346200.0,NOVES,13,Appartement,46.0,2.0,2021,7526.086956521739
13/08/2021,187000.0,AIZENAY,85,Maison,112.0,4.0,2021,1669.642857142857
30/01/2021,500000.0,SAINT-LAURENT-SUR-MER,14,Maison,125.0,5.0,2021,4000.0
05/11/2021,290000.0,SAINT SAULVE,59,Maison,120.0,7.0,2021,2416.6666666666665
17/05/2021,460300.0,ROQUEFORT LA BEDOULE,13,Maison,82.0,4.0,2021,5613.414634146341
30/08/2021,229000.0,PARIS 15,75,Appartement,25.0,1.0,2021,9160.0
24/02/2021,3590000.0,AJACCIO,2A,Maison,156.0,4.0,2021,23012.82051282051
11/02/2021,145900.0,LES JUNIES,46,Maison,128.0,4.0,2021,1139.84375
20/05/2021,38000.0,COIFFY-LE-BAS,52,Maison,100.0,3.0,2021,380.0
02/08/2021,337750.0,CINAIS,37,Maison,170.0,6.0,2021,1986.764705882353
21/04/2021,146534.98,ST FONS,69,Appartement,42.0,2.0,2021,3488.9280952380955
26/05/2021,66600.0,BAGNERES-DE-BIGORRE,65,Appartement,32.0,2.0,2021,2081.25
03/09/2021,1599000.0,LES BELLEVILLE,73,Appartement,170.0,7.0,2021,9405.882352941177
24/03/2021,180000.0,BUXEROLLES,86,Maison,99.0,5.0,2021,1818.1818181818182
08/12/2021,340000.0,CUGES LES PINS,13,Maison,81.0,3.0,2021,4197.530864197531
26/03/2021,93000.0,COMMEQUIERS,85,Maison,70.0,3.0,2021,1328.5714285714287
29/04/2021,250000.0,LIGNAN-SUR-ORB,34,Maison,152.0,4.0,2021,1644.7368421052631
19/03/2021,338610.0,SOUCIEU EN JARREST,69,Maison,91.0,4.0,2021,3720.989010989011
14/10/2021,185200.0,ROUBAIX,59,Appartement,50.0,2.0,2021,3704.0
26/10/2021,105000.0,MORSANG-SUR-ORGE,91,Appartement,30.0,1.0,2021,3500.0
18/02/2021,300000.0,SAINT-CAST-LE-GUILDO,22,Maison,98.0,5.0,2021,3061.2244897959185
22/03/2021,160000.0,TALENCE,33,Appartement,55.0,2.0,2021,2909.090909090909
11/03/2021,110000.0,BOURG-EN-BRESSE,01,Appartement,42.0,2.0,2021,2619.0476190476193
18/11/2021,142500.0,VILLENEUVE TOLOSANE,31,Appartement,58.0,3.0,2021,2456.896551724138
16/02/2021,923014.0,FRANCHEVILLE,69,Maison,192.0,6.0,2021,4807.364583333333
21/05/2021,93900.0,LYON 5EME,69,Appartement,68.0,4.0,2021,1380.8823529411766
18/01/2021,144500.0,REIMS,51,Appartement,86.0,4.0,2021,1680.2325581395348
11/06/2021,85000.0,ECOUEN,95,Appartement,30.0,1.0,2021,2833.3333333333335
18/02/2021,98000.0,CHATELAUDREN-PLOUAGAT,22,Appartement,72.0,3.0,2021,1361.111111111111
25/01/2021,393314.0,BOURG-SAINT-MAURICE,73,Appartement,64.0,4.0,2021,6145.53125
11/06/2021,397700.0,SENAN,89,Maison,297.0,8.0,2021,1339.057239057239
12/03/2021,333500.0,LEVALLOIS-PERRET,92,Appartement,31.0,2.0,2021,10758.064516129032
22/01/2021,46550.0,MARCHAIS,02,Maison,112.0,5.0,2021,415.625
27/09/2021,130000.0,ALBERT,80,Maison,72.0,5.0,2021,1805.5555555555557
26/11/2021,233000.0,TERCE,86,Maison,189.0,4.0,2021,1232.8042328042327
05/01/2021,110000.0,VAGNEY,88,Appartement,76.0,4.0,2021,1447.3684210526317
25/11/2021,169000.0,ROUBAIX,59,Maison,66.0,4.0,2021,2560.6060606060605
20/07/2021,137400.0,ST LAURENT DE LA SALANQUE,66,Appartement,63.0,3.0,2021,2180.9523809523807
19/05/2021,231000.0,SAINT-PIERRE-DU-MONT,40,Maison,93.0,4.0,2021,2483.8709677419356
22/11/2021,24000.0,DOMFRONT EN POIRAIE,61,Maison,95.0,3.0,2021,252.6315789473684
01/10/2021,94000.0,DEMI-QUARTIER,74,Appartement,21.0,1.0,2021,4476.190476190476
03/03/2021,154745.0,SAINT-LARY,09,Maison,78.0,3.0,2021,1983.9102564102564
10/02/2021,137000.0,ORLEANS,45,Appartement,57.0,3.0,2021,2403.5087719298244
07/09/2021,569130.0,SAINT FRANCOIS,971,Maison,48.0,2.0,2021,11856.875
06/12/2021,272600.0,LE GRAU DU ROI,30,Appartement,45.0,3.0,2021,6057.777777777777
10/06/2021,513000.0,POISSY,78,Maison,64.0,4.0,2021,8015.625
05/02/2021,156000.0,MASSERET,19,Maison,131.0,5.0,2021,1190.8396946564885
14/12/2021,25000.0,ST MAIXENT L ECOLE,79,Maison,50.0,1.0,2021,500.0
13/01/2021,135000.0,PLAN-D ORGON,13,Maison,90.0,5.0,2021,1500.0
13/07/2021,256854.4,HALLUIN,59,Appartement,70.0,3.0,2021,3669.348571428571
28/09/2021,170000.0,BURIE,17,Maison,145.0,7.0,2021,1172.4137931034484
30/04/2021,45000.0,NESLE,80,Maison,64.0,4.0,2021,703.125
18/02/2021,580000.0,MARSEILLE 8EME,13,Maison,50.0,2.0,2021,11600.0
05/11/2021,515000.0,ANDERNOS-LES-BAINS,33,Maison,95.0,3.0,2021,5421.0526315789475
09/04/2021,108800.0,ST-AFFRIQUE,12,Maison,70.0,4.0,2021,1554.2857142857142
22/09/2021,90000.0,VAUTEBIS,79,Maison,100.0,3.0,2021,900.0
08/03/2021,241000.0,REDENE,29,Maison,121.0,5.0,2021,1991.7355371900826
30/11/2021,372000.0,LYON 7EME,69,Appartement,67.0,3.0,2021,5552.238805970149
25/11/2021,224650.0,LE PALAIS SUR VIENNE,87,Maison,89.0,4.0,2021,2524.1573033707864
30/07/2021,191700.0,REBENACQ,64,Maison,72.0,7.0,2021,2662.5
31/05/2021,104021.0,MEULAN-EN-YVELINES,78,Appartement,62.0,3.0,2021,1677.758064516129
19/11/2021,351000.0,NICE,06,Appartement,110.0,4.0,2021,3190.909090909091
06/01/2021,91800.0,MARCILLAC-LA-CROISILLE,19,Maison,36.0,1.0,2021,2550.0
19/04/2021,150000.0,PLOMBIERES-LES-DIJON,21,Maison,44.0,1.0,2021,3409.090909090909
18/03/2021,36250.0,LIMONS,63,Maison,150.0,5.0,2021,241.66666666666666
09/04/2021,147000.0,PONT L ABBE,29,Maison,76.0,4.0,2021,1934.2105263157894
16/12/2021,150000.0,ARGENTEUIL,95,Appartement,63.0,3.0,2021,2380.9523809523807
01/07/2021,252969.0,PERPIGNAN,66,Appartement,29.0,1.0,2021,8723.068965517241
30/06/2021,217650.0,TOULOUSE,31,Appartement,73.0,3.0,2021,2981.5068493150684
27/12/2021,151000.0,LIMOGES,87,Maison,97.0,4.0,2021,1556.701030927835
08/12/2021,95000.0,VIENNE,38,Maison,83.0,4.0,2021,1144.578313253012
25/03/2021,88112.0,MAROMME,76,Appartement,22.0,1.0,2021,4005.090909090909
29/07/2021,113000.0,CERGY,95,Appartement,48.0,2.0,2021,2354.1666666666665
30/08/2021,135000.0,TREVOUX,01,Appartement,44.0,2.0,2021,3068.181818181818
23/11/2021,145000.0,COURGEAC,16,Maison,165.0,4.0,2021,878.7878787878788
03/12/2021,65000.0,LES CARS,87,Maison,54.0,2.0,2021,1203.7037037037037
26/01/2021,90000.0,BRIQUENAY,08,Maison,86.0,3.0,2021,1046.5116279069769
13/08/2021,198000.0,HENIN-BEAUMONT,62,Maison,145.0,5.0,2021,1365.5172413793102
31/05/2021,280000.0,HAUBOURDIN,59,Appartement,55.0,2.0,2021,5090.909090909091
30/01/2021,257700.0,LANCON-PROVENCE,13,Appartement,87.0,4.0,2021,2962.0689655172414
20/12/2021,272700.0,SAINT-MAMERT-DU-GARD,30,Maison,103.0,4.0,2021,2647.5728155339807
08/02/2021,237300.0,REBRECHIEN,45,Maison,99.0,4.0,2021,2396.969696969697
02/07/2021,675540.0,LE MESNIL GUILLAUME,14,Maison,151.0,3.0,2021,4473.774834437086
16/09/2021,135000.0,PLEYBER-CHRIST,29,Maison,86.0,5.0,2021,1569.7674418604652
27/08/2021,160000.0,PEZENAS,34,Maison,54.0,4.0,2021,2962.962962962963
22/10/2021,391000.0,MAURECOURT,78,Maison,80.0,4.0,2021,4887.5
16/09/2021,340000.0,VIRIAT,01,Maison,128.0,5.0,2021,2656.25
21/10/2021,220000.0,SAINT-ETIENNE-DU-ROUVRAY,76,Maison,115.0,3.0,2021,1913.0434782608695
20/01/2021,429100.0,PARIS 10,75,Appartement,42.0,2.0,2021,10216.666666666666
07/06/2021,570000.0,LE PERREUX-SUR-MARNE,94,Maison,98.0,4.0,2021,5816.326530612245
15/11/2021,110000.0,THEOULE-SUR-MER,06,Appartement,18.0,1.0,2021,6111.111111111111
23/07/2021,230000.0,FLASSANS-SUR-ISSOLE,83,Maison,122.0,4.0,2021,1885.2459016393443
23/12/2021,1000000.0,LECCI,2A,Maison,146.0,5.0,2021,6849.315068493151
22/12/2021,663887.75,SAINT-MAUR-DES-FOSSES,94,Appartement,102.0,4.0,2021,6508.703431372549
16/09/2021,135000.0,MONTLIVAULT,41,Maison,131.0,4.0,2021,1030.5343511450383
10/08/2021,119000.0,PARIS 20,75,Appartement,16.0,1.0,2021,7437.5
28/05/2021,206700.0,AGDE,34,Maison,64.0,3.0,2021,3229.6875
09/06/2021,210000.0,MARSEILLE 15EME,13,Appartement,30.0,1.0,2021,7000.0
29/01/2021,130000.0,SAINT REMY DE SILLE,72,Maison,66.0,3.0,2021,1969.6969696969697
20/10/2021,230000.0,ROSNY-SOUS-BOIS,93,Appartement,82.0,4.0,2021,2804.878048780488
05/11/2021,430000.0,GOYRANS,31,Appartement,147.0,4.0,2021,2925.170068027211
27/05/2021,327000.0,SAINTE FOY LES LYON,69,Appartement,64.0,2.0,2021,5109.375
15/03/2021,240000.0,BELIN-BELIET,33,Maison,74.0,3.0,2021,3243.2432432432433
29/01/2021,107000.0,MEULAN-EN-YVELINES,78,Appartement,55.0,3.0,2021,1945.4545454545455
12/11/2021,20000.0,ARQUES,62,Maison,44.0,2.0,2021,454.54545454545456
04/10/2021,184000.0,BAZAS,33,Maison,125.0,4.0,2021,1472.0
16/11/2021,229000.0,CLERMONT,60,Maison,85.0,3.0,2021,2694.1176470588234
07/09/2021,2900000.0,PARIS 05,75,Appartement,166.0,7.0,2021,17469.87951807229
20/07/2021,155000.0,BELLENCOMBRE,76,Maison,100.0,6.0,2021,1550.0
01/03/2021,167350.0,HOULGATE,14,Maison,37.0,3.0,2021,4522.972972972973
07/09/2021,240000.0,DORTAN,01,Maison,104.0,6.0,2021,2307.6923076923076
30/11/2021,225000.0,PROVEYSIEUX,38,Maison,80.0,3.0,2021,2812.5
04/05/2021,145000.0,TOULON,83,Appartement,77.0,4.0,2021,1883.1168831168832
03/06/2021,150000.0,MOUSSY,51,Maison,95.0,5.0,2021,1578.9473684210527
27/01/2021,90000.0,TILLOY-BELLAY,51,Maison,102.0,4.0,2021,882.3529411764706
17/06/2021,433000.0,FAVIERES,77,Maison,110.0,3.0,2021,3936.3636363636365
13/01/2021,20000.0,LIGNY EN CAMBRESIS,59,Maison,72.0,4.0,2021,277.77777777777777
02/12/2021,45000.0,SAINT QUENTIN,02,Appartement,39.0,2.0,2021,1153.8461538461538
26/11/2021,385000.0,GRAULHET,81,Appartement,37.0,2.0,2021,10405.405405405405
08/12/2021,1390000.0,FONTENAY-SOUS-BOIS,94,Maison,98.0,4.0,2021,14183.673469387755
17/06/2021,35000.0,BAGNOLS SUR CEZE,30,Appartement,50.0,1.0,2021,700.0
22/04/2021,90000.0,NANCY,54,Appartement,47.0,2.0,2021,1914.8936170212767
18/10/2021,207300.0,MACON,71,Appartement,84.0,4.0,2021,2467.8571428571427
20/07/2021,112220.0,NEUILLY-EN-SANCERRE,18,Maison,85.0,4.0,2021,1320.235294117647
06/05/2021,557000.0,LA TESTE-DE-BUCH,33,Maison,104.0,5.0,2021,5355.7692307692305
07/09/2021,167500.0,MONTPELLIER,34,Appartement,79.0,3.0,2021,2120.253164556962
10/06/2021,120000.0,BEAUCHAMPS,80,Maison,30.0,2.0,2021,4000.0
14/10/2021,72200.0,DIJON,21,Appartement,62.0,3.0,2021,1164.516129032258
02/11/2021,239000.0,LESCHEROUX,01,Maison,120.0,6.0,2021,1991.6666666666667
26/02/2021,413500.0,VENISSIEUX,69,Maison,93.0,4.0,2021,4446.236559139785
13/08/2021,190000.0,BOIS D ARCY,78,Appartement,60.0,3.0,2021,3166.6666666666665
29/12/2021,325000.0,LIMOGES,87,Appartement,101.0,4.0,2021,3217.8217821782177
30/08/2021,830107.0,SARTROUVILLE,78,Maison,153.0,5.0,2021,5425.535947712418
12/05/2021,190000.0,EPINAY SUR SEINE,93,Appartement,82.0,4.0,2021,2317.0731707317073
20/12/2021,207000.0,BEAUNE,21,Maison,101.0,5.0,2021,2049.5049504950493
27/10/2021,98000.0,SAINT-MARTIN-DE-COUX,17,Maison,100.0,3.0,2021,980.0
08/07/2021,265000.0,PARIS 11,75,Appartement,23.0,2.0,2021,11521.739130434782
27/05/2021,342000.0,SAINT-OUEN-SUR-SEINE,93,Appartement,50.0,3.0,2021,6840.0
18/06/2021,160000.0,VITRY-AUX-LOGES,45,Maison,127.0,4.0,2021,1259.8425196850394
05/07/2021,301000.0,PONTOISE,95,Maison,89.0,4.0,2021,3382.0224719101125
29/09/2021,100000.0,ACHERES,18,Maison,100.0,4.0,2021,1000.0
20/01/2021,170000.0,LA CIOTAT,13,Appartement,50.0,2.0,2021,3400.0
21/04/2021,115000.0,FRESNAY-SUR-SARTHE,72,Maison,120.0,4.0,2021,958.3333333333334
16/09/2021,105000.0,CALAIS,62,Maison,69.0,3.0,2021,1521.7391304347825
18/08/2021,66000.0,BEAULIEU-SOUS-LA-ROCHE,85,Maison,47.0,2.0,2021,1404.2553191489362
07/10/2021,295000.0,GENTILLY,94,Appartement,46.0,3.0,2021,6413.04347826087
16/09/2021,110000.0,ROUEN,76,Maison,135.0,7.0,2021,814.8148148148148
09/06/2021,248000.0,RENNES,35,Appartement,62.0,3.0,2021,4000.0
26/01/2021,135000.0,QUILLAN,11,Maison,110.0,6.0,2021,1227.2727272727273
06/09/2021,180000.0,PREFAILLES,44,Appartement,44.0,2.0,2021,4090.909090909091
03/06/2021,921180.0,RUEIL-MALMAISON,92,Maison,110.0,4.0,2021,8374.363636363636
17/05/2021,216050.0,GRENOBLE,38,Appartement,57.0,3.0,2021,3790.3508771929824
25/05/2021,150000.0,ESSE,35,Maison,125.0,3.0,2021,1200.0
08/06/2021,113000.0,BORDEAUX,33,Appartement,22.0,1.0,2021,5136.363636363636
23/07/2021,307400.0,RENAISON,42,Maison,100.0,2.0,2021,3074.0
30/06/2021,210000.0,SAINT-LEGER-SUR-DHEUNE,71,Maison,90.0,4.0,2021,2333.3333333333335
31/05/2021,48500.0,CHENOVE,21,Appartement,54.0,3.0,2021,898.1481481481482
21/10/2021,106000.0,MELESSE,35,Appartement,41.0,2.0,2021,2585.3658536585367
13/07/2021,168000.0,MONTPELLIER,34,Appartement,37.0,2.0,2021,4540.540540540541
22/07/2021,322500.0,LESQUIN,59,Maison,100.0,5.0,2021,3225.0
21/01/2021,230000.0,SAINT-PALAIS-SUR-MER,17,Maison,42.0,2.0,2021,5476.190476190476
21/05/2021,236000.0,ANTIBES,06,Appartement,42.0,2.0,2021,5619.047619047619
21/09/2021,313800.0,SAINT-SATURNIN LES APT,84,Maison,161.0,6.0,2021,1949.0683229813665
30/08/2021,465000.0,LE MUY,83,Maison,136.0,4.0,2021,3419.1176470588234
06/01/2021,81000.0,VATTEVILLE-LA-RUE,76,Maison,87.0,2.0,2021,931.0344827586207
23/10/2021,259230.0,CANARI,2B,Maison,120.0,5.0,2021,2160.25
02/08/2021,175080.0,LA CHAPELLE BATON,79,Maison,159.0,4.0,2021,1101.132075471698
25/06/2021,349441.0,NICE,06,Appartement,78.0,3.0,2021,4480.01282051282
12/05/2021,242000.0,GUIDEL,56,Maison,90.0,5.0,2021,2688.8888888888887
20/01/2021,157500.0,CESNY-LES-SOURCES,14,Maison,160.0,6.0,2021,984.375
22/10/2021,258000.0,CRETEIL,94,Appartement,58.0,2.0,2021,4448.275862068966
18/06/2021,130000.0,PIPRIAC,35,Appartement,35.0,1.0,2021,3714.285714285714
06/09/2021,237500.0,IS SUR TILLE,21,Maison,95.0,4.0,2021,2500.0
24/06/2021,1300000.0,VILLENEUVE-LOUBET,06,Maison,229.0,7.0,2021,5676.855895196507
02/07/2021,100000.0,VIREY SOUS BAR,10,Maison,96.0,3.0,2021,1041.6666666666667
23/04/2021,65000.0,SAINT PAUL,87,Maison,85.0,4.0,2021,764.7058823529412
02/04/2021,165000.0,MERIGNAC,33,Appartement,39.0,2.0,2021,4230.7692307692305
23/02/2021,165000.0,FRONTON,31,Maison,54.0,2.0,2021,3055.5555555555557
23/11/2021,80000.0,CELLES-SUR-DUROLLE,63,Maison,200.0,3.0,2021,400.0
27/05/2021,270000.0,LIMOUZINIERE (LA),44,Maison,95.0,4.0,2021,2842.1052631578946
26/05/2021,156500.0,LE HAVRE,76,Appartement,68.0,4.0,2021,2301.470588235294
25/09/2021,192000.0,PASSY,74,Appartement,60.0,4.0,2021,3200.0
29/01/2021,392200.0,OZOIR LA FERRIERE,77,Maison,132.0,4.0,2021,2971.212121212121
08/07/2021,61000.0,THOUARS,79,Maison,66.0,3.0,2021,924.2424242424242
19/08/2021,118000.0,RANES,61,Maison,51.0,2.0,2021,2313.725490196078
15/10/2021,69000.0,RAMILLIES,59,Maison,95.0,4.0,2021,726.3157894736842
19/04/2021,194895.0,CONDE-EN-NORMANDIE,14,Maison,220.0,5.0,2021,885.8863636363636
15/07/2021,284800.0,ST JORY,31,Maison,95.0,4.0,2021,2997.8947368421054
22/12/2021,53833.0,SENS,89,Maison,117.0,5.0,2021,460.1111111111111
22/07/2021,90500.0,SAINT-ETIENNE,42,Appartement,91.0,3.0,2021,994.5054945054945
24/08/2021,230000.0,REIMS,51,Maison,90.0,4.0,2021,2555.5555555555557
08/01/2021,150000.0,MONTERFIL,35,Maison,112.0,4.0,2021,1339.2857142857142
05/03/2021,69000.0,AGEN,47,Appartement,47.0,2.0,2021,1468.0851063829787
16/12/2021,112000.0,SETE,34,Appartement,37.0,2.0,2021,3027.027027027027
15/03/2021,207600.0,PARIS 11,75,Appartement,20.0,2.0,2021,10380.0
